ENTREZ_GENE_ID,INCHIKEY_DESALT,CANONICAL_SMILES_DESALT,RESULT_VALUE_min,dataset,PDB_CODE,PKL,pair,cv1|cvset,cv1|tthresh,cv1|cthresh,cv1|source,cv2|cvset,cv2|tthresh,cv2|cthresh,cv2|source,cv3|cvset,cv3|tthresh,cv3|cthresh,cv3|source,cv4|cvset,cv4|tthresh,cv4|cthresh,cv4|source,cv5|cvset,cv5|tthresh,cv5|cthresh,cv5|source,status,metal_lgd,ligand,hdf_id
5292,OZAALIWIRMBCOR-UHFFFAOYSA-N,FC(Oc1cccc(c1)n1nnc2c1nc(NCC1CC[NH2+]CC1)cc2)(F)F,-5.111738906446782,PDBBIND,4a7c,True,5292|OZAALIWIRMBCOR-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,validation,random,0.4,docked,protein,0.0,(E46),5292|4a7c
1025,SGOFFNQMBSXTRU-UHFFFAOYSA-N,N#Cc1cnc(nc1c1sc(nc1C)NC)Nc1cccc(c1)S(=O)(=O)N,-5.111738906446782,PDBBIND,4bci,True,1025|SGOFFNQMBSXTRU-UHFFFAOYSA-N,training,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(T3E),1025|4bci
Q9H2K2,4bs4,CC(c1ccc(cc1)c1cc(=O)c2c(o1)cccc2)C,-5.111738906446782,PDBBIND,4bs4,False,Q9H2K2|4bs4,training,,,,,,,,training,,,,,,,,,,,,desalted,0.0,(A64),Q9H2K2|4bs4
O70370,4bs5,N=CC1(CC1)NC(=O)[C@H]1[NH2+]C[C@@H](C1)S(=O)(=O)c1ccccc1C(F)(F)F,-5.111738906446782,PDBBIND,4bs5,False,O70370|4bs5,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(MG2),O70370|4bs5
7272,KYBALIQJYSWGLI-UHFFFAOYSA-N,Cn1ncc(c1)c1cc2c(n1C(=O)OC(C)(C)C)cc(nc2)Nc1ccc(cc1Cl)C(=O)N(C)C,-5.111738906446782,PDBBIND,4c4g,True,7272|KYBALIQJYSWGLI-UHFFFAOYSA-N,,,,,,,,,training,,,,validation,0,0.2,docked,,,,,protein,0.0,(7RO),7272|4c4g
7272,KYBALIQJYSWGLI-UHFFFAOYSA-N,Cn1ncc(c1)c1cc2c(n1C(=O)OC(C)(C)C)cc(nc2)Nc1ccc(cc1Cl)C(=O)N(C)C,-5.111738906446782,PDBBIND,4c4h,True,7272|KYBALIQJYSWGLI-UHFFFAOYSA-N,,,,,,,,,training,,,,validation,0,0.2,docked,,,,,protein,0.0,(7RO),7272|4c4h
4233,QMWKLCXWSJTEFT-UHFFFAOYSA-N,COc1cnc2c(NCc3nnc4ccc(-c5cc(C)ns5)nn34)ccnc2c1,-5.111738906446782,PDBBIND,4deg,True,4233|QMWKLCXWSJTEFT-UHFFFAOYSA-N,,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(0JJ),4233|4deg
Q9R117,4e20,Clc1cccc(c1)S(=O)(=O)Nc1ccc(cc1)c1ccc2c(c1)c(N)[nH]n2,-5.111738906446782,PDBBIND,4e20,False,Q9R117|4e20,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(0MY),Q9R117|4e20
Q08602,4gtt,COc1ccc(cc1)S(=O)(=O)N1Cc2cc(C#N)ccc2N(C[C@H]1Cc1ccc(cc1)OC(=O)NCc1ccccc1)Cc1cncn1C,-5.111738906446782,PDBBIND,4gtt,False,Q08602|4gtt,training,,,,,,,,,,,,training,,,,training,,,,desalted,0.0,(7TQ),Q08602|4gtt
P56817,4h3g,N#Cc1cccc(c1)c1csc(c1)[C@@]12CN(C[C@H]2C(=O)[N+](=C(N1)N)C)c1ncccc1C#N,-5.111738906446782,PDBBIND,4h3g,False,P56817|4h3g,training,,,,,,,,,,,,training,,,,training,,,,protein,0.0,(10Q),P56817|4h3g
Q2A1P5,4hym,CCc1[nH]c2c(c1Cl)c(nc(n2)Sc1cnc2c(c1)[nH]c(=O)cn2)N1CC[C@H](C1)[NH3+],-5.111738906446782,PDBBIND,4hym,False,Q2A1P5|4hym,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(CJC),Q2A1P5|4hym
Q8IUQ4,4i7c,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCNC(N)N)C(C)C)Cc1c[nH]c2c1cccc2)CCCNC(N)N)C(C)C)CCSC)CNC(=O)CC)C(C)C)CCCNC(N)N)CC(C)C)[NH3+],-5.111738906446782,PDBBIND,4i7c,False,Q8IUQ4|4i7c,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(14-mer),Q8IUQ4|4i7c
Q9HYR3,4j9a,O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)C,-5.111738906446782,PDBBIND,4j9a,False,Q9HYR3|4j9a,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(DOG),Q9HYR3|4j9a
1453,RDUXJEGWTNOYDA-UHFFFAOYSA-N,Fc1ccc(cc1)c1nn(cc1c1ccnc2c1OCC[NH2+]C2)C,-5.111738906446782,PDBBIND,4kba,True,1453|RDUXJEGWTNOYDA-UHFFFAOYSA-N,training,,,,training,,,,training,,,,,,,,,,,,protein,0.0,(1QM),1453|4kba
P98170,4kju,COc1ccc2c(c1CN1C(=O)[C@H](CN(c3c1cccc3)C(=O)c1ccc(cc1)N)NC(=O)[C@@H]([NH2+]C)C)cccc2,-5.111738906446782,PDBBIND,4kju,False,P98170|4kju,training,,,,training,,,,validation,random,0.4,PDBBIND,,,,,,,,,desalted,0.0,(1RH),P98170|4kju
P27487,4lko,COCCN1Cc2c(C1=O)c(c1ccc(cc1Cl)Cl)c(c(n2)C)C[NH3+],-5.111738906446782,PDBBIND,4lko,False,P27487|4lko,training,,,,training,,,,test,random,0.2,PDBBIND,training,,,,training,,,,protein,0.0,(1WH),P27487|4lko
P56273,4lwv,COc1cc(ccc1NC(=O)[C@@H]1[NH2+][C@H]([C@]2([C@H]1c1cccc(c1F)Cl)C(=O)Nc1c2sc(c1)Cl)CC(C)(C)C)C(=O)N,-5.111738906446782,PDBBIND,4lwv,False,P56273|4lwv,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(20W),P56273|4lwv
695,CDOOFZZILLRUQH-GDLZYMKVSA-N,C[N@@H+]1CCN(C(=O)[C@H]1c1ccc(cc1)Nc1nc(cn(c1=O)C)c1cccc(c1C)NC(=O)c1cc2c(s1)CCCC2)C,-5.111738906446782,PDBBIND,4otf,True,695|CDOOFZZILLRUQH-GDLZYMKVSA-N,training,,,,,,,,test,0,0.4,docked,test,10,0.4,docked,test,random,0.2,docked,protein,0.0,(2VL),695|4otf
Q9KQU8,4pdk,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O,-5.111738906446782,PDBBIND,4pdk,False,Q9KQU8|4pdk,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(3VV),Q9KQU8|4pdk
Q03643,4qyo,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCCNC(N)N)CCCNC(N)N)[C@H](CC)C)CO)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CC(=O)N)C)Cc1ccc(cc1)O)CC(=O)N,-5.111738906446782,PDBBIND,4qyo,False,Q03643|4qyo,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(11-mer),Q03643|4qyo
Q9GQZ3,4r3s,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CO)CCCNC(N)N)CCCNC(N)N)[C@H](CC)C)CO)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)CC(=O)N)CC(=O)N)C)Cc1ccc(cc1)O)CC(=O)N,-5.111738906446782,PDBBIND,4r3s,False,Q9GQZ3|4r3s,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(15-mer),Q9GQZ3|4r3s
3815,PHXJVRSECIGDHY-UHFFFAOYSA-N,C[N@@H+]1CC[N@H+](CC1)Cc1ccc(cc1C(F)(F)F)NC(=O)c1ccc(c(c1)C#Cc1cnc2n1nccc2)C,-5.111738906446782,PDBBIND,4u0i,True,3815|PHXJVRSECIGDHY-UHFFFAOYSA-N,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(0LI),3815|4u0i
9451,YPPSMYLMSKHYAY-UHFFFAOYSA-N,Cc1ccc2c(n1)ccc(c2)c1c(C)ccc(c1N)C(=O)c1c(c2ccccc2)n(n(c1=O)c1ccccc1)C,-5.111738906446782,PDBBIND,4x7n,True,9451|YPPSMYLMSKHYAY-UHFFFAOYSA-N,training,,,,training,,,,training,,,,,,,,,,,,protein,0.0,(3Z5),9451|4x7n
2264,TXEBNKKOLVBTFK-UHFFFAOYSA-N,CCC(=O)Nc1cccc(c1Nc1ncc2c(n1)ccc(c2)c1c(Cl)c(OC)cc(c1Cl)OC)C,-5.111738906446782,PDBBIND,4xcu,True,2264|TXEBNKKOLVBTFK-UHFFFAOYSA-N,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(40M),2264|4xcu
P49023,4xh2,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)CO)CC(C)C)CO)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C[NH3+])CO)C)CCCNC(N)N)CCC(=O)O)CC(C)C)CC(=O)O)CCC(=O)O)CC(C)C,-5.111738906446782,PDBBIND,4xh2,False,P49023|4xh2,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(18-mer),P49023|4xh2
O14684,4yl0,N#Cc1cccc(c1c1[nH]c2c(n1)c1ccc(cc1c1c2cccc1)Cl)C#N,-5.111738906446782,PDBBIND,4yl0,False,O14684|4yl0,training,,,,training,,,,test,0,0.2,PDBBIND,training,,,,test,0,0.6,PDBBIND,protein,0.0,(4DZ),O14684|4yl0
1859,SDRAETFVRBBLOB-UHFFFAOYSA-N,OC(=O)c1nc2ccccc2c2c1c1cccc(c1[nH]2)I,-5.111738906446782,PDBBIND,4ylj,True,1859|SDRAETFVRBBLOB-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(4E1),1859|4ylj
P34913,5alz,O=C(N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)NC1CCN(CC1)S(=O)(=O)C,-5.111738906446782,PDBBIND,5alz,False,P34913|5alz,,,,,,,,,training,,,,training,,,,,,,,protein,0.0,(XQ9),P34913|5alz
P00918,5amg,CCCCCNS(=O)(=O)c1cc(ccc1C(=O)O)S(=O)(=O)N,-5.111738906446782,PDBBIND,5amg,False,P00918|5amg,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(IW7),P00918|5amg
673,AEJACXAFHXBVHF-UHFFFAOYSA-O,CCCS(=O)(=O)Nc1ccc(c(c1F)n1cc(c2c1ccc(n2)N([C@@H]1CC[N@H+](CC1)CC)C)c1cncnc1)F,-5.111738906446782,PDBBIND,5csx,True,673|AEJACXAFHXBVHF-UHFFFAOYSA-O,test,10,0.6,docked,,,,,training,,,,test,random,0.6,docked,training,,,,protein,0.0,(54J),673|5csx
P00746,5fck,O=C(N1[C@@H]2C[C@@H]2C[C@H]1C(=O)N[C@@H](c1cccc(c1F)Cl)C)Cn1nc(c2c1cncc2)C(=O)N,-5.111738906446782,PDBBIND,5fck,False,P00746|5fck,training,,,,training,,,,,,,,,,,,,,,,protein,0.0,(5WC),P00746|5fck
4914,SQGLEZDWHPDRDX-NZQKXSOJSA-O,COCC[N@@H+]1C[C@H]([C@@H](C1)c1ccc(c(c1)F)F)NC(=O)Nc1c(C)c(nn1c1ccccc1)OCC,-5.111738906446782,PDBBIND,5h3q,True,4914|SQGLEZDWHPDRDX-NZQKXSOJSA-O,training,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(7HF),4914|5h3q
4233,ODIUNTQOXRXOIV-UHFFFAOYSA-O,O=C(Nc1nc2c(s1)cc(cc2)Sc1nnc2n1nc(cc2)c1ccc(cc1)F)NCC[NH+]1CCOCC1,-5.111738906446782,PDBBIND,5hor,True,4233|ODIUNTQOXRXOIV-UHFFFAOYSA-O,training,,,,training,,,,training,,,,validation,random,0.2,docked,training,,,,protein,0.0,(63K),4233|5hor
P17752,5j6d,COc1cccc(c1)Oc1cccc(c1CN[C@@H](NC(=O)c1ccc(cc1)C[C@@H](C(=O)O)[NH3+])N)N1CCCCC1,-5.111738906446782,PDBBIND,5j6d,False,P17752|5j6d,training,,,,training,,,,training,,,,training,,,,,,,,desalted,0.0,(6H5),P17752|5j6d
P59078,5k0s,Clc1cc(C[NH2+]CCCNc2cc(O)c3c(n2)cccc3)cc(c1)Cl,-5.111738906446782,PDBBIND,5k0s,False,P59078|5k0s,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(0OU),P59078|5k0s
Q7KQK0,5k8s,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1cnc2c1ncnc2N,-5.111738906446782,PDBBIND,5k8s,False,Q7KQK0|5k8s,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(CMP),Q7KQK0|5k8s
P55055,5kya,OCc1cnc(nc1C(F)(F)F)N1Cc2c([C@H]1C(C)C)nn(c2)c1cccc(c1)S(=O)(=O)C,-5.111738906446782,PDBBIND,5kya,False,P55055|5kya,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(6Y4),P55055|5kya
2049,PJPNKKKIJHLRQY-UHFFFAOYSA-N,CC(=O)c1ccc2c(c1)ncnc2Nc1ccccc1,-5.111738906446782,PDBBIND,5l6o,True,2049|PJPNKKKIJHLRQY-UHFFFAOYSA-N,validation,0,0.2,docked,,,,,validation,0,0.2,docked,,,,,training,,,,protein,0.0,(6P6),2049|5l6o
P00760,5lgo,CNC(=O)[C@@H]1C[C@@H](CN1C(=O)c1ccc(c(c1)OC)C[NH3+])[N@@H+]1CCc2c(C1)ncnc2OCCC1CC1,-5.111738906446782,PDBBIND,5lgo,False,P00760|5lgo,training,,,,test,0,0.6,PDBBIND,training,,,,,,,,,,,,desalted,0.0,(6VZ),P00760|5lgo
Q64610,5m0m,O[C@@H]1CC[C@]2([C@@H](C1)C[C@@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)N[C@@H]1CCN(C1)C(=O)OCc1cc(Cl)cc(c1)Cl)C)C)O)C,-5.111738906446782,PDBBIND,5m0m,False,Q64610|5m0m,,,,,validation,10,0.2,PDBBIND,training,,,,test,10,0.2,PDBBIND,training,,,,desalted,0.0,(7CF),Q64610|5m0m
Q9NZQ7,5n2d,COc1cc(OCc2cccc(c2C)c2ccccc2)cc(c1C[NH2+]CCNC(=O)C)OC,-5.111738906446782,PDBBIND,5n2d,False,Q9NZQ7|5n2d,validation,random,0.6,PDBBIND,test,0,0.6,PDBBIND,training,,,,training,,,,training,,,,protein,0.0,(8J8),Q9NZQ7|5n2d
P00746,5nb7,Brc1cccc(n1)NC(=O)[C@@H]1C[C@@H]2[C@H](N1C(=O)Cn1nc(c3c1cccc3)C(=O)N)C2,-5.111738906446782,PDBBIND,5nb7,False,P00746|5nb7,training,,,,training,,,,,,,,,,,,,,,,protein,0.0,(8NQ),P00746|5nb7
P03951,5qcn,CCOC(=O)[C@H]1CCCN(C1)C(=O)c1cccc2c1CCN([C@@H]2C(=O)Nc1ccc(cc1)C(=O)O)C(=O)/C=C/c1cc(Cl)ccc1n1cnnn1,-5.111738906446782,PDBBIND,5qcn,False,P03951|5qcn,training,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(BVM),P03951|5qcn
P46108,5ul6,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCCC[NH3+])CCCNC(N)N)CCCC[NH3+])CCC(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CNC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)C)CCCNC(N)N)CC(C)C,-5.111738906446782,PDBBIND,5ul6,False,P46108|5ul6,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(15-mer),P46108|5ul6
P00492,5w8v,Nc1[nH]c(=O)c2c(n1)n(cn2)C[C@@H](COCP(O)(O)O)COCCP(O)(O)O,-5.111738906446782,PDBBIND,5w8v,False,P00492|5w8v,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(9YP),P00492|5w8v
P62593,1ero,O=C(Cc1ccccc1)N[C@H](B(O)O)Cc1cccc(c1)C(=O)O,-5.134764757376723,PDBBIND,1ero,False,P62593|1ero,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(BJP),P62593|1ero
6790,FPKSFXFWECAIBR-UHFFFAOYSA-N,O=C(c1ccccc1)Nc1c[nH]nc1c1nc2c([nH]1)cccc2,-5.134764757376723,PDBBIND,2w1f,True,6790|FPKSFXFWECAIBR-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(L0F),6790|2w1f
6790,GCIKSSRWRFVXBI-UHFFFAOYSA-N,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,-5.134764757376723,PDBBIND,3e5a,True,6790|GCIKSSRWRFVXBI-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(VX6),6790|3e5a
P39900,3f16,OC[C@H](C(=O)NO)NS(=O)(=O)c1ccc(cc1)OC,-5.134764757376723,PDBBIND,3f16,False,P39900|3f16,training,,,,,,,,training,,,,validation,random,0.4,PDBBIND,training,,,,desalted,0.0,(HS3),P39900|3f16
6790,JFFMERHILPGKFE-UHFFFAOYSA-N,COCCOc1ccc(cc1)Nc1ncc(c(n1)NC1CC1)Cl,-5.134764757376723,PDBBIND,3qbn,True,6790|JFFMERHILPGKFE-UHFFFAOYSA-N,test,random,0.6,docked,training,,,,test,random,0.4,docked,training,,,,training,,,,protein,0.0,(E9Z),6790|3qbn
P35439,4kfq,O=c1[nH]c2ccccc2n2c1nnc2S,-5.134764757376723,PDBBIND,4kfq,False,P35439|4kfq,validation,10,0.6,PDBBIND,test,random,0.6,PDBBIND,validation,0,0.6,PDBBIND,training,,,,training,,,,protein,0.0,(KFQ),P35439|4kfq
2932,FGIRBKPXCMZGGV-UHFFFAOYSA-N,COc1nc(ncc1C(=O)N)c1ccnc(c1)NC(=O)C1CC1,-5.134764757376723,PDBBIND,4ptg,True,2932|FGIRBKPXCMZGGV-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(2WG),2932|4ptg
P00918,4z1n,O=C(N1CCc2c(C1)cccc2)c1ccc(cc1)S(=O)(=O)N,-5.134764757376723,PDBBIND,4z1n,False,P00918|4z1n,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(4KD),P00918|4z1n
P23639,5ahj,OCC[C@@H]([C@@H](NC(=O)[C@H]([C@@H](O)C)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](C(=O)N[C@H](C(=O)O)Cc1ccccc1)C)CC(C)C)O,-5.134764757376723,PDBBIND,5ahj,False,P23639|5ahj,test,random,0.2,PDBBIND,training,,,,training,,,,,,,,training,,,,desalted,0.0,(7IM),P23639|5ahj
P04058,1eve,COc1cc2c(cc1OC)C[C@H](C2=O)C[C@@H]1CC[N@H+](CC1)Cc1ccccc1,-5.157790608306663,PDBBIND,1eve,False,P04058|1eve,training,,,,test,10,0.6,PDBBIND,training,,,,,,,,validation,0,0.4,PDBBIND,protein,0.0,(E20),P04058|1eve
O43570,1jd0,CC(=O)Nc1nnc(s1)S(=O)(=O)N,-5.157790608306663,PDBBIND,1jd0,False,O43570|1jd0,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(AZM),O43570|1jd0
1017,GEWPSTLKJDIUHW-UHFFFAOYSA-N,CNS(=O)(=O)Cc1ccc(cc1)N/N=C/1\C(=O)Nc2c1c1scnc1cc2,-5.157790608306663,PDBBIND,1ke6,True,1017|GEWPSTLKJDIUHW-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,test,random,0.6,docked,protein,0.0,(LS2),1017|1ke6
P62937,1nmk,OC/C=C(/[C@@H]1C/C=C/C=C/[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(=O)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[NH2+][C@H](C(=O)O1)CCC2)Cc1cccc(c1)O)C(C)C)\C,-5.157790608306663,PDBBIND,1nmk,False,P62937|1nmk,training,,,,training,,,,training,,,,training,,,,,,,,protein,0.0,(SFM),P62937|1nmk
P03368,1npv,O=C(N[C@H]([C@H](C[C@@]1(NC=C(C1=O)[C@@H]1CNC(=O)c2c1cccc2)Cc1ccccc1)O)Cc1ccccc1)O[C@@H]1COCC1,-5.157790608306663,PDBBIND,1npv,False,P03368|1npv,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(L27),P03368|1npv
Q92731,1u9e,Oc1ccc(cc1)c1oc2c(c1)cc(cc2)O,-5.157790608306663,PDBBIND,1u9e,False,Q92731|1u9e,,,,,training,,,,training,,,,validation,0,0.4,PDBBIND,training,,,,protein,0.0,(397),Q92731|1u9e
P00918,1ydb,CC(=O)Nc1nnc(s1)S(=O)(=O)N,-5.157790608306663,PDBBIND,1ydb,False,P00918|1ydb,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(AZM),P00918|1ydb
P00734,2gde,CO[C@@H](C(=O)N[C@@H](C(=O)N1[C@H]2C[C@H](O)[C@H](C[C@H]2C[C@H]1C(=O)NCCC1=CCN(C1)C(N)N)O)[C@@H](C(C)C)Cl)COS(O)(O)O,-5.157790608306663,PDBBIND,2gde,False,P00734|2gde,training,,,,,,,,,,,,training,,,,,,,,protein,0.0,(SN3),P00734|2gde
Q08499,3g4l,FC(Oc1ccc(cc1OCC1CC1)C(=O)Nc1c(Cl)cncc1Cl)F,-5.157790608306663,PDBBIND,3g4l,False,Q08499|3g4l,training,,,,training,,,,,,,,training,,,,training,,,,desalted,0.0,(ROF),Q08499|3g4l
1432,KCAJXIDMCNPGHZ-UHFFFAOYSA-N,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,-5.157790608306663,PDBBIND,3hll,True,1432|KCAJXIDMCNPGHZ-UHFFFAOYSA-N,,,,,,,,,training,,,,,,,,training,,,,protein,0.0,(I45),1432|3hll
Q97R09,4hmq,O=C1NCC(=O)NCC(=O)N[C@H]2CCC[N]3=C(O[Fe]456(ON(CCC[C@@H](C(=O)NC1)NC(=O)[C@H](CCCN(O6)[C@@H](O5)C)NC2=O)[C@H](C)O4)O3)C,-5.157790608306663,PDBBIND,4hmq,False,Q97R09|4hmq,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,1.0,(FCE),Q97R09|4hmq
P00918,4rfc,O=C(OC(C)(C)C)NCCCCOc1ccc(cc1)S(=O)(=O)N,-5.157790608306663,PDBBIND,4rfc,False,P00918|4rfc,training,,,,training,,,,training,,,,test,0,0.2,PDBBIND,training,,,,desalted,0.0,(3O1),P00918|4rfc
P03951,4x6m,[NH3+]Cc1ccc(cc1CNC(=O)N[C@H](c1nc(c([nH]1)Cl)c1ccc2c(c1)[nH]nc2N)Cc1ccccc1)Cl,-5.157790608306663,PDBBIND,4x6m,False,P03951|4x6m,training,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(3Y3),P03951|4x6m
P00918,4z1e,COc1ccc2c(c1)CCCN2C(=O)c1ccc(cc1)S(=O)(=O)N,-5.157790608306663,PDBBIND,4z1e,False,P00918|4z1e,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(DF5),P00918|4z1e
2260,JZVDJULPDILYDY-UHFFFAOYSA-O,COc1cc(OC)cc(c1)c1cc2cnc(nc2nc1NC(=O)NC(C)(C)C)NCCC[NH+](CC)CC,-5.157790608306663,PDBBIND,5a4c,True,2260|JZVDJULPDILYDY-UHFFFAOYSA-O,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(XOJ),2260|5a4c
Q92905,5jog,O[C@H]1CCCc2n([C@H]1c1ccc(cc1c1ccccc1)NC(=O)c1cc(nn1C(C)C)C(F)F)cnc2,-5.157790608306663,PDBBIND,5jog,False,Q92905|5jog,validation,0,0.4,PDBBIND,training,,,,,,,,training,,,,training,,,,desalted,0.0,(6LT),Q92905|5jog
P00760,1auj,N#Cc1cccc(c1)C[C@@H](B(O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)[NH3+],-5.1808164592366035,PDBBIND,1auj,False,P00760|1auj,training,,,,,,,,training,,,,,,,,,,,,desalted,0.0,(PPB),P00760|1auj
P00734,1c1u,NC(c1ccc2c(c1)[nH]c(n2)Cc1nc2c([nH]1)cccc2)N,-5.1808164592366035,PDBBIND,1c1u,False,P00734|1c1u,training,,,,,,,,,,,,training,,,,,,,,protein,0.0,(BAI),P00734|1c1u
P00918,1g4o,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1ccccc1,-5.1808164592366035,PDBBIND,1g4o,False,P00918|1g4o,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(BSB),P00918|1g4o
1111,PBCZSGKMGDDXIJ-HQCWYSJUSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,-5.1808164592366035,PDBBIND,1nvq,True,1111|PBCZSGKMGDDXIJ-HQCWYSJUSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(UCN),1111|1nvq
Q2M5U3,2h5e,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(N)[nH+]c2=O,-5.1808164592366035,PDBBIND,2h5e,False,Q2M5U3|2h5e,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(GDP),Q2M5U3|2h5e
P22756,2pbw,OC(=O)C[C@H]1[C@H](C[NH2+][C@@H]1C(=O)O)/C(=C\C=C\[C@H](C(=O)O)C)/C,-5.1808164592366035,PDBBIND,2pbw,False,P22756|2pbw,,,,,training,,,,,,,,training,,,,validation,10,0.2,PDBBIND,protein,0.0,(DOQ),P22756|2pbw
